transaction_id,merchant_id,customer_id,timestamp,amount,currency,payment_method,device_id,device_age,ip_country,customer_country,merchant_country,previous_transaction_count,previous_failed_transactions,transactions_last_10_minutes,transactions_last_hour,average_customer_amount,amount_deviation,new_device,new_location,chargeback_history,account_age,is_fraud,fraud_type
txn_legit_000424,merch_0127,cust_00449,2026-02-07T15:39:49+00:00,696.12,INR,netbanking,dev_cust_00449_2,215,IN,IN,IN,123,0,0,0,580.11,0.2,False,False,0,725,False,NONE
txn_legit_007047,merch_0198,cust_00878,2026-01-30T09:42:13+00:00,1158.73,INR,netbanking,dev_cust_00878_2,175,IN,IN,IN,92,0,0,0,1085.96,0.067,False,False,0,31,False,NONE
txn_legit_002483,merch_0025,cust_01205,2026-01-11T15:41:54+00:00,1346.94,INR,card,dev_cust_01205_2,877,IN,IN,IN,130,0,0,0,935.92,0.439,False,False,0,267,False,NONE
txn_legit_001825,merch_0096,cust_01042,2026-02-07T19:40:54+00:00,855.79,INR,wallet,dev_cust_01042_1,285,IN,IN,IN,173,0,1,1,607.86,0.408,False,False,0,515,False,NONE
txn_legit_010557,merch_0096,cust_00125,2026-01-24T15:28:55+00:00,2176.95,INR,netbanking,dev_cust_00125_2,138,SG,SG,IN,130,0,1,1,1478.57,0.472,False,False,0,1315,False,NONE
txn_legit_001483,merch_0089,cust_00046,2026-02-04T03:30:31+00:00,455.56,INR,upi,dev_cust_00046_1,563,IN,IN,IN,87,0,0,0,486.94,0.064,False,False,0,1116,False,NONE
txn_legit_009290,merch_0086,cust_02181,2026-01-23T05:04:55+00:00,803.86,INR,upi,dev_cust_02181_1,532,GB,GB,SG,60,0,0,0,763.92,0.052,False,False,1,261,False,NONE
txn_legit_009709,merch_0169,cust_02218,2026-02-07T09:57:53+00:00,1020.16,INR,netbanking,dev_cust_02218_2,872,IN,IN,IN,199,0,0,1,848.77,0.202,False,False,0,483,False,NONE
txn_legit_001650,merch_0159,cust_00114,2026-01-12T13:39:30+00:00,7400.59,INR,upi,dev_cust_00114_1,669,IN,IN,IN,221,0,0,0,7286.33,0.016,False,False,0,1179,False,NONE
txn_legit_009786,merch_0142,cust_02141,2026-01-25T12:46:47+00:00,424.86,INR,card,dev_cust_02141_2,636,IN,IN,IN,111,0,0,0,1032.82,0.589,False,False,0,1151,False,NONE
txn_legit_002813,merch_0211,cust_00156,2026-02-05T04:44:10+00:00,522.0,INR,netbanking,dev_cust_00156_1,687,IN,IN,IN,194,0,0,0,489.21,0.067,False,False,1,295,False,NONE
txn_legit_003704,merch_0098,cust_02128,2026-01-18T10:43:50+00:00,2575.53,INR,upi,dev_cust_02128_1,88,GB,GB,SG,199,2,0,0,2315.02,0.113,False,False,0,482,False,NONE
txn_legit_006118,merch_0178,cust_01559,2026-03-01T21:12:01+00:00,3431.37,INR,card,dev_cust_01559_1,266,IN,IN,IN,98,0,0,0,3193.22,0.075,False,False,0,1063,False,NONE
txn_legit_005042,merch_0058,cust_00912,2026-01-11T05:58:54+00:00,857.24,INR,card,dev_cust_00912_2,753,IN,IN,IN,197,0,0,0,1081.69,0.207,False,False,0,581,False,NONE
txn_fraud_000228,merch_0153,cust_02085,2026-01-01T12:56:47+00:00,29999.0,INR,upi,dev_cust_02085_2,0,AE,AE,IN,169,4,6,1,562.3,52.35,False,False,0,963,True,CARD_TESTING_BURST
txn_legit_007238,merch_0176,cust_02064,2026-01-14T08:15:02+00:00,696.15,INR,card,dev_cust_02064_2,336,SG,SG,IN,173,0,0,0,822.43,0.154,False,False,0,598,False,NONE
txn_fraud_000525,merch_0227,cust_01342,2026-02-07T19:30:09+00:00,1373.05,INR,upi,dev_subtle_875,2,IN,IN,IN,66,4,3,1,900.17,0.525,True,False,0,717,True,SUBTLE_ACCOUNT_DRAIN
txn_fraud_000094,merch_0136,cust_00846,2026-02-15T18:36:46+00:00,2048.85,INR,card,dev_subtle_181,2,AE,AE,IN,12,4,1,1,1364.55,0.501,True,False,0,150,True,SUBTLE_ACCOUNT_DRAIN
txn_fraud_000016,merch_0201,cust_01268,2026-01-24T17:59:12+00:00,1987.82,INR,upi,dev_unknown_7aebda4f,3,US,IN,IN,155,3,0,1,416.41,3.774,True,True,1,1429,True,NEW_DEVICE_TAKEOVER
txn_legit_004999,merch_0238,cust_00972,2026-02-08T20:27:00+00:00,401.67,INR,netbanking,dev_cust_00972_1,345,IN,IN,IN,127,0,0,0,503.26,0.202,False,False,0,433,False,NONE
txn_legit_008480,merch_0167,cust_01328,2026-02-02T01:48:26+00:00,1126.52,INR,netbanking,dev_cust_01328_1,305,IN,IN,SG,73,0,0,0,794.35,0.418,False,False,0,1409,False,NONE
txn_legit_009267,merch_0167,cust_02235,2026-02-07T13:18:11+00:00,595.36,INR,wallet,dev_cust_02235_1,472,IN,IN,SG,36,0,0,0,320.7,0.856,False,False,0,1243,False,NONE
txn_legit_008398,merch_0102,cust_00253,2026-02-21T22:14:03+00:00,5160.93,INR,card,dev_cust_00253_1,664,IN,IN,IN,67,0,0,0,5452.52,0.053,False,False,0,799,False,NONE
txn_legit_002631,merch_0103,cust_00405,2026-02-08T21:37:57+00:00,595.42,INR,wallet,dev_cust_00405_1,613,IN,IN,IN,62,1,0,0,612.44,0.028,False,False,0,1316,False,NONE
txn_legit_003131,merch_0026,cust_01824,2026-01-02T08:40:09+00:00,297.39,INR,card,dev_cust_01824_2,785,IN,IN,IN,121,0,0,0,516.72,0.424,False,False,0,513,False,NONE
txn_legit_009583,merch_0130,cust_00803,2026-02-05T16:54:12+00:00,1434.54,INR,wallet,dev_cust_00803_1,370,IN,IN,IN,50,0,1,1,974.28,0.472,False,False,0,312,False,NONE
txn_legit_008218,merch_0213,cust_01946,2026-02-07T16:08:04+00:00,694.9,INR,card,dev_cust_01946_1,499,IN,IN,IN,213,0,0,1,655.78,0.06,False,False,0,783,False,NONE
txn_legit_009276,merch_0214,cust_01352,2026-01-09T08:54:07+00:00,263.82,INR,card,dev_cust_01352_1,219,IN,IN,IN,208,1,0,0,194.09,0.359,False,False,0,513,False,NONE
txn_legit_003813,merch_0068,cust_00841,2026-02-22T22:11:34+00:00,1051.35,INR,upi,dev_cust_00841_2,830,IN,IN,IN,20,0,2,2,860.88,0.221,False,False,0,1141,False,NONE
txn_legit_005886,merch_0037,cust_01574,2026-02-16T08:16:45+00:00,223.44,INR,upi,dev_cust_01574_1,508,SG,SG,IN,62,0,0,0,283.41,0.212,False,False,0,259,False,NONE
txn_legit_005082,merch_0028,cust_02097,2026-01-22T23:22:25+00:00,1525.31,INR,netbanking,dev_cust_02097_1,818,GB,GB,IN,39,0,0,0,1587.49,0.039,False,False,0,926,False,NONE
txn_fraud_000835,merch_0034,cust_02278,2026-01-28T23:11:22+00:00,25418.92,INR,card,dev_takeover_7162,2,IN,IN,IN,47,0,0,1,338.16,74.168,True,False,0,131,True,HIGH_VALUE_SPIKE
txn_legit_008823,merch_0178,cust_02286,2026-02-24T05:38:36+00:00,920.21,INR,card,dev_cust_02286_1,813,AE,IN,IN,10,0,0,0,1329.76,0.308,False,True,0,1012,False,BENIGN_OUTLIER
txn_legit_001217,merch_0016,cust_02469,2026-01-14T17:50:58+00:00,4701.99,INR,netbanking,dev_cust_02469_1,387,IN,IN,IN,133,0,0,0,1604.92,1.93,False,False,0,1215,False,BENIGN_OUTLIER
txn_legit_003991,merch_0135,cust_01085,2026-01-20T23:23:29+00:00,1630.61,INR,card,dev_cust_01085_2,836,IN,IN,IN,128,0,0,1,1242.21,0.313,False,False,0,43,False,NONE
txn_fraud_000167,merch_0196,cust_01891,2026-01-11T13:42:59+00:00,2727.08,INR,card,dev_subtle_426,2,IN,IN,IN,167,2,3,1,1428.44,0.909,True,False,0,643,True,SUBTLE_ACCOUNT_DRAIN
txn_legit_007615,merch_0232,cust_00152,2026-02-17T13:19:35+00:00,768.75,INR,card,dev_cust_00152_2,630,IN,IN,IN,125,0,0,0,1205.3,0.362,False,False,0,500,False,NONE
txn_legit_010691,merch_0050,cust_00220,2026-02-23T18:49:45+00:00,3276.46,INR,card,dev_cust_00220_1,394,IN,IN,IN,144,0,2,2,962.56,2.404,False,False,0,384,False,BENIGN_OUTLIER
txn_legit_010184,merch_0029,cust_01775,2026-01-06T05:02:27+00:00,472.22,INR,wallet,dev_cust_01775_2,219,IN,IN,IN,169,0,0,0,477.66,0.011,False,False,0,883,False,NONE
txn_legit_001683,merch_0026,cust_02093,2026-01-23T13:37:57+00:00,2130.63,INR,netbanking,dev_cust_02093_2,112,IN,IN,IN,105,0,0,0,1523.67,0.398,False,False,0,451,False,NONE
txn_legit_004574,merch_0029,cust_01303,2026-02-24T13:02:51+00:00,626.34,INR,wallet,dev_cust_01303_1,659,IN,IN,IN,91,2,0,0,773.78,0.191,False,False,0,530,False,NONE
txn_fraud_000560,merch_0092,cust_01376,2026-01-29T08:59:56+00:00,22831.76,INR,upi,dev_takeover_3557,0,IN,IN,IN,106,0,0,1,751.5,29.381,True,False,0,84,True,HIGH_VALUE_SPIKE
txn_legit_010750,merch_0156,cust_00703,2026-01-16T22:34:39+00:00,384.87,INR,wallet,dev_cust_00703_1,433,IN,IN,IN,158,0,0,0,493.39,0.22,False,False,0,39,False,NONE
txn_fraud_000303,merch_0149,cust_02045,2026-02-24T10:38:20+00:00,1579.9,INR,card,dev_cust_02045_1,419,US,US,IN,41,1,0,1,446.28,2.54,False,False,3,707,True,CHARGEBACK_RECIDIVIST
txn_legit_007562,merch_0023,cust_01966,2026-01-14T21:16:25+00:00,1295.31,INR,card,dev_cust_01966_1,301,IN,IN,IN,81,0,0,0,968.88,0.337,False,False,0,526,False,NONE
txn_legit_005903,merch_0208,cust_02231,2026-01-20T04:42:36+00:00,947.34,INR,netbanking,dev_cust_02231_2,275,IN,IN,IN,93,0,0,1,501.73,0.888,False,False,0,1296,False,NONE
txn_legit_002582,merch_0144,cust_00018,2026-01-22T13:15:14+00:00,1079.44,INR,netbanking,dev_cust_00018_2,655,IN,IN,IN,124,0,0,0,1172.75,0.08,False,False,0,803,False,NONE
txn_legit_003002,merch_0102,cust_02171,2026-02-16T11:49:52+00:00,1857.85,INR,netbanking,dev_cust_02171_1,822,IN,IN,IN,159,0,0,1,2078.15,0.106,False,False,0,436,False,NONE
txn_legit_010043,merch_0079,cust_02194,2026-01-06T11:23:27+00:00,321.35,INR,wallet,dev_cust_02194_2,598,IN,IN,IN,188,2,0,0,281.83,0.14,False,False,0,1241,False,NONE
txn_legit_002087,merch_0102,cust_00736,2026-01-13T03:17:17+00:00,1473.32,INR,wallet,dev_cust_00736_1,137,IN,IN,IN,70,1,2,3,1341.72,0.098,False,False,1,31,False,NONE
txn_legit_008928,merch_0114,cust_00492,2026-01-13T04:53:19+00:00,2813.41,INR,card,dev_cust_00492_2,119,IN,IN,IN,128,0,0,0,3158.82,0.109,False,False,0,1092,False,NONE
txn_legit_004148,merch_0146,cust_01161,2026-01-29T01:47:56+00:00,228.89,INR,netbanking,dev_cust_01161_1,68,US,IN,IN,40,0,0,0,150.0,0.526,False,True,0,1316,False,BENIGN_OUTLIER
txn_legit_000135,merch_0179,cust_02182,2026-01-14T08:18:12+00:00,396.44,INR,wallet,dev_cust_02182_2,638,IN,IN,IN,190,0,0,0,662.6,0.402,False,False,0,495,False,NONE
txn_legit_009917,merch_0120,cust_00023,2026-01-22T15:18:47+00:00,968.09,INR,netbanking,dev_cust_00023_1,658,IN,IN,IN,90,0,0,0,950.89,0.018,False,False,0,1101,False,NONE
txn_legit_001743,merch_0021,cust_01073,2026-01-11T01:30:33+00:00,405.07,INR,card,dev_cust_01073_2,876,SG,SG,IN,172,0,0,0,958.43,0.577,False,False,0,1308,False,NONE
txn_legit_007341,merch_0100,cust_00691,2026-02-01T07:07:51+00:00,439.62,INR,upi,dev_cust_00691_2,742,IN,IN,IN,149,0,0,0,660.62,0.335,False,False,0,710,False,NONE
txn_legit_010874,merch_0049,cust_01352,2026-02-24T11:37:15+00:00,76.08,INR,netbanking,dev_cust_01352_1,219,IN,IN,IN,221,0,1,2,194.09,0.608,False,False,0,513,False,NONE
txn_legit_003707,merch_0240,cust_00831,2026-02-14T16:18:34+00:00,372.17,INR,card,dev_cust_00831_2,812,IN,IN,IN,164,2,0,1,286.35,0.3,False,False,0,378,False,NONE
txn_legit_005470,merch_0102,cust_00259,2026-02-16T09:05:38+00:00,1650.6,INR,upi,dev_cust_00259_new,7,IN,IN,IN,208,0,0,1,1309.3,0.261,True,False,0,629,False,NONE
txn_legit_000700,merch_0015,cust_00674,2026-02-06T02:42:13+00:00,749.83,INR,netbanking,dev_cust_00674_2,623,IN,IN,IN,101,0,1,1,654.76,0.145,False,False,0,1112,False,NONE
txn_legit_008557,merch_0187,cust_01716,2026-02-04T18:40:21+00:00,871.5,INR,card,dev_cust_01716_1,665,GB,GB,IN,76,0,1,1,831.35,0.048,False,False,0,849,False,NONE
txn_fraud_000735,merch_0038,cust_02409,2026-02-26T22:22:35+00:00,2194.37,INR,upi,dev_subtle_219,2,IN,IN,IN,126,4,2,1,1789.49,0.226,True,False,0,527,True,SUBTLE_ACCOUNT_DRAIN
txn_legit_001608,merch_0223,cust_01082,2026-01-28T06:33:31+00:00,820.92,INR,card,dev_cust_01082_1,66,IN,IN,IN,38,0,0,0,667.23,0.23,False,False,0,1183,False,NONE
txn_legit_005863,merch_0107,cust_01757,2026-01-11T04:51:18+00:00,787.57,INR,netbanking,dev_cust_01757_1,558,IN,IN,IN,126,0,0,2,798.85,0.014,False,False,0,1093,False,NONE
txn_legit_000429,merch_0070,cust_00049,2026-02-06T07:55:41+00:00,830.31,INR,wallet,dev_cust_00049_new,10,GB,GB,SG,216,1,0,0,1202.4,0.309,True,False,0,556,False,NONE
txn_legit_004023,merch_0197,cust_02204,2026-02-07T21:47:51+00:00,308.42,INR,wallet,dev_cust_02204_1,759,IN,IN,IN,163,0,0,0,299.08,0.031,False,False,0,840,False,NONE
txn_legit_006688,merch_0147,cust_02076,2026-02-20T14:37:17+00:00,765.37,INR,wallet,dev_cust_02076_new,8,IN,IN,IN,177,0,0,0,686.32,0.115,True,False,1,260,False,NONE
txn_legit_004100,merch_0214,cust_00603,2026-01-15T00:30:32+00:00,5817.13,INR,upi,dev_cust_00603_2,641,IN,IN,IN,157,0,1,2,1880.26,2.094,False,False,0,736,False,BENIGN_OUTLIER
txn_legit_008875,merch_0129,cust_01564,2026-01-25T07:24:45+00:00,1660.98,INR,netbanking,dev_cust_01564_2,478,SG,SG,IN,170,0,0,0,1903.48,0.127,False,False,0,902,False,NONE
txn_legit_008514,merch_0128,cust_02294,2026-01-29T00:34:02+00:00,334.31,INR,card,dev_cust_02294_2,69,IN,IN,IN,135,0,0,0,451.68,0.26,False,False,0,1306,False,NONE
txn_legit_009649,merch_0241,cust_02303,2026-02-01T19:08:58+00:00,949.36,INR,netbanking,dev_cust_02303_2,525,IN,IN,IN,75,0,0,0,647.83,0.465,False,False,0,716,False,NONE
txn_legit_002270,merch_0145,cust_01949,2026-01-23T22:03:26+00:00,3348.23,INR,card,dev_cust_01949_2,470,IN,IN,IN,80,0,0,0,2338.21,0.432,False,False,0,748,False,NONE
txn_legit_007692,merch_0175,cust_02438,2026-02-28T03:15:10+00:00,1492.0,INR,netbanking,dev_cust_02438_1,366,IN,IN,IN,110,1,1,1,1811.92,0.177,False,False,0,606,False,NONE
txn_legit_000070,merch_0234,cust_00805,2026-02-27T14:55:12+00:00,2090.24,INR,card,dev_cust_00805_2,498,IN,IN,IN,210,0,0,0,620.59,2.368,False,False,0,857,False,BENIGN_OUTLIER
txn_legit_005720,merch_0059,cust_01639,2026-01-04T08:49:41+00:00,5213.13,INR,card,dev_cust_01639_1,169,IN,IN,IN,100,0,0,0,5183.04,0.006,False,False,0,815,False,NONE
txn_legit_010747,merch_0044,cust_00606,2026-01-21T16:16:04+00:00,2260.88,INR,upi,dev_cust_00606_1,108,IN,IN,IN,202,0,0,0,4426.11,0.489,False,False,0,528,False,NONE
txn_legit_010152,merch_0071,cust_00043,2026-02-14T10:58:33+00:00,1255.59,INR,upi,dev_cust_00043_1,474,IN,IN,IN,201,2,0,0,813.79,0.543,False,False,0,96,False,NONE
txn_fraud_000977,merch_0040,cust_02247,2026-01-09T12:31:22+00:00,10015.77,INR,card,dev_takeover_1927,2,IN,IN,SG,145,0,0,1,418.23,22.948,True,False,2,532,True,HIGH_VALUE_SPIKE
txn_legit_009137,merch_0128,cust_00103,2026-01-06T05:39:45+00:00,502.26,INR,upi,dev_cust_00103_2,529,IN,IN,IN,156,0,0,1,670.95,0.251,False,False,0,642,False,NONE
txn_legit_002019,merch_0170,cust_00803,2026-01-10T00:17:27+00:00,345.84,INR,card,dev_cust_00803_1,370,IN,IN,IN,42,0,2,4,974.28,0.645,False,False,0,312,False,NONE
txn_legit_009836,merch_0193,cust_01087,2026-01-28T23:44:11+00:00,1428.96,INR,card,dev_cust_01087_1,888,IN,IN,IN,94,0,0,0,2155.42,0.337,False,False,0,438,False,NONE
txn_fraud_000371,merch_0249,cust_01804,2026-02-16T11:58:54+00:00,29897.25,INR,upi,dev_takeover_2514,1,IN,IN,SG,177,0,0,1,247.98,119.564,True,False,0,1356,True,HIGH_VALUE_SPIKE
txn_legit_006702,merch_0110,cust_00421,2026-03-01T15:30:10+00:00,4239.54,INR,wallet,dev_cust_00421_2,640,IN,IN,IN,31,0,0,0,5175.21,0.181,False,False,0,1014,False,NONE
txn_legit_004029,merch_0077,cust_02498,2026-01-16T05:25:54+00:00,1121.89,INR,card,dev_cust_02498_2,700,IN,IN,IN,55,1,0,0,707.83,0.585,False,False,0,332,False,NONE
txn_legit_007759,merch_0234,cust_02240,2026-01-01T23:09:08+00:00,1595.28,INR,netbanking,dev_cust_02240_1,365,IN,IN,IN,103,0,0,0,1609.0,0.009,False,False,0,1066,False,NONE
txn_fraud_000710,merch_0102,cust_01198,2026-01-18T00:12:32+00:00,18921.93,INR,upi,dev_cust_01198_2,136,IN,IN,IN,106,0,0,1,1436.0,12.177,False,False,0,158,True,HIGH_VALUE_SPIKE
txn_legit_008483,merch_0098,cust_00271,2026-01-25T02:04:25+00:00,4131.5,INR,netbanking,dev_cust_00271_new,1,US,IN,SG,91,1,0,0,3056.67,0.352,True,True,0,1299,False,BENIGN_OUTLIER
txn_legit_003858,merch_0097,cust_01535,2026-01-09T05:10:58+00:00,511.47,INR,upi,dev_cust_01535_2,435,IN,IN,IN,86,0,1,1,604.18,0.153,False,False,0,348,False,NONE
txn_legit_000744,merch_0043,cust_00235,2026-02-12T01:38:28+00:00,5259.46,INR,card,dev_cust_00235_2,109,IN,IN,IN,41,0,1,1,5554.44,0.053,False,False,0,1290,False,NONE
txn_legit_001383,merch_0034,cust_01252,2026-01-27T06:00:51+00:00,2078.12,INR,upi,dev_cust_01252_1,269,IN,IN,IN,59,0,0,0,1823.48,0.14,False,False,0,89,False,NONE
txn_legit_005643,merch_0099,cust_02119,2026-02-01T06:51:50+00:00,179.74,INR,netbanking,dev_cust_02119_1,498,IN,IN,IN,77,0,0,1,150.0,0.198,False,False,0,1399,False,NONE
txn_legit_008685,merch_0136,cust_00317,2026-02-15T07:51:38+00:00,1533.46,INR,card,dev_cust_00317_1,181,IN,IN,IN,144,0,0,1,1603.04,0.043,False,False,0,467,False,NONE
txn_legit_010613,merch_0217,cust_01026,2026-02-26T04:15:46+00:00,3816.1,INR,netbanking,dev_cust_01026_1,804,TH,IN,IN,66,3,1,1,1300.98,1.933,False,True,0,835,False,BENIGN_OUTLIER
txn_legit_000149,merch_0239,cust_01277,2026-01-09T18:24:16+00:00,11889.54,INR,netbanking,dev_cust_01277_1,559,IN,IN,IN,198,0,0,0,6447.39,0.844,False,False,0,650,False,NONE
txn_fraud_000899,merch_0016,cust_00364,2026-02-28T15:59:39+00:00,2109.14,INR,card,dev_subtle_286,2,IN,IN,IN,81,4,3,1,1263.27,0.67,True,False,0,1474,True,SUBTLE_ACCOUNT_DRAIN
txn_legit_000811,merch_0043,cust_02166,2026-01-29T17:41:20+00:00,133.15,INR,netbanking,dev_cust_02166_2,566,IN,IN,IN,73,1,0,0,378.86,0.649,False,False,0,1206,False,NONE
txn_legit_005900,merch_0232,cust_00700,2026-02-07T15:57:22+00:00,981.79,INR,card,dev_cust_00700_1,827,AE,AE,IN,148,0,0,0,767.27,0.28,False,False,0,1020,False,NONE
txn_legit_004328,merch_0187,cust_01404,2026-01-27T05:54:26+00:00,1722.49,INR,card,dev_cust_01404_1,739,GB,AE,IN,176,0,0,0,1654.26,0.041,False,True,0,1463,False,BENIGN_OUTLIER
txn_legit_006373,merch_0211,cust_00955,2026-02-25T04:14:30+00:00,625.63,INR,netbanking,dev_cust_00955_1,650,IN,IN,IN,64,0,0,0,837.29,0.253,False,False,0,904,False,NONE
txn_legit_003995,merch_0205,cust_02114,2026-01-18T06:43:15+00:00,353.87,INR,wallet,dev_cust_02114_1,204,IN,IN,SG,156,0,0,0,383.04,0.076,False,False,0,1279,False,NONE
txn_legit_004382,merch_0204,cust_00137,2026-02-06T10:30:22+00:00,458.56,INR,wallet,dev_cust_00137_2,511,IN,IN,IN,102,0,3,4,461.39,0.006,False,False,0,1127,False,NONE
txn_legit_001730,merch_0169,cust_00323,2026-01-26T11:25:24+00:00,456.02,INR,upi,dev_cust_00323_2,785,IN,IN,IN,13,0,2,2,447.87,0.018,False,False,0,1392,False,NONE
txn_legit_004359,merch_0072,cust_01257,2026-02-19T09:57:32+00:00,13034.59,INR,netbanking,dev_cust_01257_1,346,IN,IN,IN,152,0,1,1,3720.77,2.503,False,False,0,750,False,BENIGN_OUTLIER
txn_legit_005027,merch_0169,cust_01962,2026-01-19T01:13:31+00:00,1450.07,INR,wallet,dev_cust_01962_1,363,SG,SG,IN,138,0,0,0,1144.5,0.267,False,False,0,290,False,NONE
txn_legit_001793,merch_0088,cust_00736,2026-02-09T01:28:14+00:00,1408.92,INR,wallet,dev_cust_00736_1,137,IN,IN,IN,68,0,1,1,1341.72,0.05,False,False,1,31,False,NONE
txn_legit_009079,merch_0166,cust_02415,2026-01-06T21:21:40+00:00,2629.61,INR,card,dev_cust_02415_1,678,IN,IN,IN,41,0,0,0,2132.42,0.233,False,False,1,935,False,NONE
txn_legit_005466,merch_0044,cust_01087,2026-02-20T18:00:38+00:00,1538.13,INR,card,dev_cust_01087_1,888,IN,IN,IN,86,0,0,0,2155.42,0.286,False,False,0,438,False,NONE
txn_fraud_000147,merch_0014,cust_01492,2026-01-01T11:06:49+00:00,19591.39,INR,upi,dev_unknown_bf0bb447,0,RO,IN,IN,45,4,0,1,7898.83,1.48,True,True,0,1467,True,NEW_DEVICE_TAKEOVER
txn_legit_008486,merch_0152,cust_01186,2026-02-09T14:13:55+00:00,2067.89,INR,netbanking,dev_cust_01186_1,162,IN,IN,IN,47,0,2,2,1997.51,0.035,False,False,0,541,False,NONE
txn_legit_001121,merch_0194,cust_00910,2026-01-03T10:06:30+00:00,2730.61,INR,upi,dev_cust_00910_1,133,US,US,IN,180,2,0,0,5646.36,0.516,False,False,0,1465,False,NONE
txn_legit_004618,merch_0075,cust_01151,2026-02-12T18:47:47+00:00,288.08,INR,card,dev_cust_01151_2,464,IN,IN,IN,134,0,0,0,386.57,0.255,False,False,0,893,False,NONE
txn_legit_005937,merch_0086,cust_00447,2026-01-09T08:50:55+00:00,1208.08,INR,netbanking,dev_cust_00447_2,163,IN,IN,SG,126,0,0,0,1226.12,0.015,False,False,0,191,False,NONE
txn_legit_009527,merch_0085,cust_01726,2026-02-09T11:32:50+00:00,1277.91,INR,card,dev_cust_01726_2,550,US,US,IN,106,0,0,0,2259.92,0.435,False,False,0,490,False,NONE
txn_legit_002034,merch_0106,cust_00965,2026-02-10T21:12:52+00:00,1637.97,INR,netbanking,dev_cust_00965_1,708,IN,IN,IN,176,0,0,0,831.91,0.969,False,False,0,765,False,NONE
txn_legit_003126,merch_0075,cust_01447,2026-02-17T21:51:21+00:00,769.78,INR,wallet,dev_cust_01447_1,493,IN,IN,IN,218,0,0,1,572.88,0.344,False,False,0,168,False,NONE
